Retailer Code,Retailer Name,Door Code,Door Name,Door Zip Code,Year,Week,UPC,SKU Descreption,POS Units,POS Amount
LON,LONDON DRUGS,217450,LONDON DRUGS #28,V5R 5L1,2018,352018,772192614289,BIOTH GWP-1 INFUSEUR THE TEAL 2018,2.0,
PJC,JEAN-COUTU,210898,PHARMAGEL INC. #161,J2C 2B8,2018,342018,3614272025578,CACHAR FIESTA CUBANA TOWEL SUMMER 18,1.0,
PJC,JEAN-COUTU,216554,PHCIE J.COUTU #061,H2J 1W6,2018,342018,3614272025578,CACHAR FIESTA CUBANA TOWEL SUMMER 18,1.0,
PJC,JEAN-COUTU,217691,PHCIE J.COUTU #143,J4Z 3G3,2018,352018,772192614289,BIOTH GWP-1 INFUSEUR THE TEAL 2018,1.0,
PJC,JEAN-COUTU,234987,PHCIE J.COUTU #305,J4L 4K5,2018,352018,3614272025578,CACHAR FIESTA CUBANA TOWEL SUMMER 18,1.0,
PJC,JEAN-COUTU,241562,PHCIE J.COUTU #495,J6N 0R5,2018,352018,772192614289,BIOTH GWP-1 INFUSEUR THE TEAL 2018,1.0,
PJC,JEAN-COUTU,217134,PHCIE J.COUTU #075,H1H 3Z6,2018,352018,3614272025578,CACHAR FIESTA CUBANA TOWEL SUMMER 18,1.0,
LON,LONDON DRUGS,232142,LONDON DRUGS #78,V6B 0G6,2018,332018,772192614289,BIOTH GWP-1 INFUSEUR THE TEAL 2018,1.0,
NST,NORDSTROM CANADA RETAIL,240048,NORDSTROM CHINOOK CENTER #830,T2H 0K8,2018,332018,3605970271275,LANC TONIQUE RADIANCE FL400ML OSD,-1.0,
LON,LONDON DRUGS,232852,LONDON DRUGS #80,V8B 0G2,2018,322018,3614270141812,BIOTH SUMMER ESCAPE BAG 2015,1.0,
PJC,JEAN-COUTU,231355,PHCIE J.COUTU #321,J3L 6Z6,2018,312018,3614272128316,GA GAW RED PENCIL POUCH 1H 2018,1.0,
LON,LONDON DRUGS,216856,LONDON DRUGS #57,T6N 1K5,2018,342018,3614270141812,BIOTH SUMMER ESCAPE BAG 2015,1.0,
PJC,JEAN-COUTU,233068,PHCIE J.COUTU #341,J6A 5L3,2018,332018,3614272128316,GA GAW RED PENCIL POUCH 1H 2018,1.0,
PJC,JEAN-COUTU,220568,PHCIE J.COUTU #272,J6E 4S6,2018,352018,3614272128316,GA GAW RED PENCIL POUCH 1H 2018,1.0,
PJC,JEAN-COUTU,217807,PHCIE J.COUTU #108,J9T 1T8,2018,352018,3614272128316,GA GAW RED PENCIL POUCH 1H 2018,1.0,
PJC,JEAN-COUTU,234567,PHCIE J.COUTU #356,G2E 4K1,2018,352018,3614272128316,GA GAW RED PENCIL POUCH 1H 2018,1.0,
SEP,SEPHORA CANADA,240963,SEPHORA #596 AVALON,A1B 1W3,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,4.0,
SEP,SEPHORA CANADA,227729,SEPHORA #510 WEST EDM. MALL,T5T 4M2,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,7.0,
SEP,SEPHORA CANADA,227729,SEPHORA #510 WEST EDM. MALL,T5T 4M2,2018,332018,3614271346315,LANC GRANDIOSE LINER -02 BRUN MIRIF1.4ML,1.0,
SEP,SEPHORA CANADA,227753,SEPHORA #514 CHINOOK CENTRE,T2H 0K8,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,11.0,
SEP,SEPHORA CANADA,227754,SEPHORA #512 MARKET MALL,T3A 0E2,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,6.0,
SEP,SEPHORA CANADA,227754,SEPHORA #512 MARKET MALL,T3A 0E2,2018,332018,3614271346315,LANC GRANDIOSE LINER -02 BRUN MIRIF1.4ML,1.0,
SEP,SEPHORA CANADA,241089,SEPHORA DOTCA E-COMMERCE,L6T 5A3,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,78.0,
SEP,SEPHORA CANADA,241089,SEPHORA DOTCA E-COMMERCE,L6T 5A3,2018,332018,3614271346315,LANC GRANDIOSE LINER -02 BRUN MIRIF1.4ML,1.0,
SEP,SEPHORA CANADA,233278,SEPHORA #540 MAPLEVIEW,L7S 2J8,2018,332018,3614271346315,LANC GRANDIOSE LINER -02 BRUN MIRIF1.4ML,1.0,
SEP,SEPHORA CANADA,235725,SEPHORA #554 KITCHENER,N2C 1X1,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,2.0,
SEP,SEPHORA CANADA,228219,SEPHORA #508 BLOOR,M5S 1R1,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,4.0,
SEP,SEPHORA CANADA,236358,SEPHORA #552 BAYSHORE,K2B 8C1,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,1.0,
SEP,SEPHORA CANADA,236515,SEPHORA #562 CALGARY SOUTH CENTRE,T2J 3V1,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,2.0,
SEP,SEPHORA CANADA,236727,SEPHORA #566 ST VITAL,R2M 5E5,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,-1.0,
SEP,SEPHORA CANADA,237001,SEPHORA #550 STE-CATHERINE,H3B 5K4,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,10.0,
SEP,SEPHORA CANADA,237001,SEPHORA #550 STE-CATHERINE,H3B 5K4,2018,332018,3614271346315,LANC GRANDIOSE LINER -02 BRUN MIRIF1.4ML,1.0,
SEP,SEPHORA CANADA,243152,SEPHORA # 874 CONESTOGA,N2L 5W6,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,1.0,
SEP,SEPHORA CANADA,243166,SEPHORA # 872 SUDBURY,P3A 1Z2,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,4.0,
SEP,SEPHORA CANADA,237553,SEPHORA #576 LIMERIDGE MALL,L9A 4X5,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,4.0,
SEP,SEPHORA CANADA,224051,SEPHORA #500 YONGE,M5B 2H1,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,14.0,
SEP,SEPHORA CANADA,229840,SEPHORA #516 NEWMARKET,L3Y 4Z1,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,1.0,
SEP,SEPHORA CANADA,229841,SEPHORA #518 OTTAWA,K1N 9J7,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,9.0,
SEP,SEPHORA CANADA,229842,SEPHORA #522 PTE-CLAIRE,H9R 1C4,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,2.0,
SEP,SEPHORA CANADA,224677,SEPHORA #502 YORKDALE,M6A 2T9,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,13.0,
SEP,SEPHORA CANADA,224677,SEPHORA #502 YORKDALE,M6A 2T9,2018,332018,3614271346315,LANC GRANDIOSE LINER -02 BRUN MIRIF1.4ML,1.0,
SEP,SEPHORA CANADA,238293,SEPHORA #580 GUILDFORD TOWNE CENTRE,V3R 1N3,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,1.0,
SEP,SEPHORA CANADA,238444,SEPHORA #582 THE CORE,T2P 2Y9,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,-1.0,
SEP,SEPHORA CANADA,240147,SEPHORA #598 DEVONSHIRE,N8X 3Y7,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,2.0,
SEP,SEPHORA CANADA,240149,SEPHORA #846 ROBSON,V6Z 2V7,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,3.0,
SEP,SEPHORA CANADA,240773,SEPHORA BOWER PLACE #850,T4R 1N9,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,1.0,
SEP,SEPHORA CANADA,240921,SEPHORA #852 MASONVILLE,N6G 3Y9,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,2.0,
SEP,SEPHORA CANADA,240922,SEPHORA #854 NANAIMO,V9T 4T7,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,2.0,
SEP,SEPHORA CANADA,240923,SEPHORA #856 HILLCREST,L4C 5G2,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,-1.0,
SEP,SEPHORA CANADA,241839,SEPHORA #858 VAUGHAN MILLS,L4K 5W4,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,7.0,
SEP,SEPHORA CANADA,241872,SEPHORA #860 BRAMALEA,L6T 3R5,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,3.0,
SEP,SEPHORA CANADA,241975,SEPHORA #862 YONGE & EGLINTON,M4R 1K8,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,2.0,
SEP,SEPHORA CANADA,242117,SEPHORA OAKVILLE #864,L6H 3H6,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,2.0,
SEP,SEPHORA CANADA,242672,SEPHORA #868 SOUTH EDMONTON,T6N 1N5,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,2.0,
SEP,SEPHORA CANADA,238746,SEPHORA # 584 MARKEVILLE,L3R 4M9,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,11.0,
SEP,SEPHORA CANADA,238818,SEPHORA # 590 PARK ROYAL,V7T 0A5,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,1.0,
SEP,SEPHORA CANADA,231054,SEPHORA #524 FAIRVIEW,M2J 5A7,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,8.0,
SEP,SEPHORA CANADA,231144,SEPHORA #526 POLO PARK,R3G 0W4,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,8.0,
SEP,SEPHORA CANADA,225946,SEPHORA #504 MISSISSAUGA,L5B 2G6,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,13.0,
SEP,SEPHORA CANADA,239679,SEPHORA #592 CORNWALL CENTER,S4P 3Y6,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,1.0,
SEP,SEPHORA CANADA,231967,SEPHORA #528 VANCOUVER,V7Y 1G5,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,8.0,
SEP,SEPHORA CANADA,231968,SEPHORA #530 COQUITLAM,V3B 5R5,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,3.0,
SEP,SEPHORA CANADA,231968,SEPHORA #530 COQUITLAM,V3B 5R5,2018,332018,3614271346315,LANC GRANDIOSE LINER -02 BRUN MIRIF1.4ML,1.0,
SEP,SEPHORA CANADA,226529,SEPHORA #506 SCARBOROUGH,M1P 4P5,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,4.0,
SEP,SEPHORA CANADA,226529,SEPHORA #506 SCARBOROUGH,M1P 4P5,2018,332018,3614271346315,LANC GRANDIOSE LINER -02 BRUN MIRIF1.4ML,3.0,
SEP,SEPHORA CANADA,232033,SEPHORA #534 SOUTHGATE CENTER,T6H 4M6,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,13.0,
SEP,SEPHORA CANADA,232135,SEPHORA #536 METROPOLIS,V5H 4P1,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,2.0,
SEP,SEPHORA CANADA,234614,SEPHORA #544 SHERWAY GARDENS,M9C 1B8,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,3.0,
SEP,SEPHORA CANADA,234615,SEPHORA #546 VICTORIA,V8Z 6E3,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,2.0,
SEP,SEPHORA CANADA,234898,SEPHORA #548 RICHMOND,V6Y 2B6,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,8.0,
SEP,SEPHORA CANADA,234898,SEPHORA #548 RICHMOND,V6Y 2B6,2018,332018,3614271346315,LANC GRANDIOSE LINER -02 BRUN MIRIF1.4ML,1.0,
LON,LONDON DRUGS,238069,LONDON DRUGS #85,V2T 0C5,2018,332018,772192611127,BIOTH GWP SPRING LD TURQUOISE 17,1.0,
NST,NORDSTROM CANADA RETAIL,241206,NORDSTROM PACIFIC CENTRE #0832,V7Y 1K8,2018,332018,3614271346315,LANC GRANDIOSE LINER -02 BRUN MIRIF1.4ML,1.0,
NST,NORDSTROM CANADA RETAIL,241206,NORDSTROM PACIFIC CENTRE #0832,V7Y 1K8,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,3.0,
NST,NORDSTROM CANADA RETAIL,240488,NORDSTROM RIDEAU CENTRE #0831,K1N 9J7,2018,332018,3605975075427,LANC BIENFAIT UV SPF50 50ML,2.0,
NST,NORDSTROM CANADA RETAIL,242191,NORDSTROM YORKDALE #0834,M6A 2T9,2018,332018,3614270974571,LANC EFFACERNES -220 CLAIR T/15ML GLD,1.0,
SEP,SEPHORA CANADA,237001,SEPHORA #550 STE-CATHERINE,H3B 5K4,2018,332018,3360372095484,GA HIGH PRECISION RETOUCH -3 4.4ML SUB,1.0,
SEP,SEPHORA CANADA,243166,SEPHORA # 872 SUDBURY,P3A 1Z2,2018,332018,3360372095484,GA HIGH PRECISION RETOUCH -3 4.4ML SUB,1.0,
SEP,SEPHORA CANADA,231967,SEPHORA #528 VANCOUVER,V7Y 1G5,2018,332018,3360372095484,GA HIGH PRECISION RETOUCH -3 4.4ML SUB,1.0,
SEP,SEPHORA CANADA,241089,SEPHORA DOTCA E-COMMERCE,L6T 5A3,2018,332018,3360372095484,GA HIGH PRECISION RETOUCH -3 4.4ML SUB,4.0,
SEP,SEPHORA CANADA,228219,SEPHORA #508 BLOOR,M5S 1R1,2018,332018,3360372095484,GA HIGH PRECISION RETOUCH -3 4.4ML SUB,1.0,
SEP,SEPHORA CANADA,238292,SEPHORA #578 DIX30,J4Y 0L1,2018,332018,3360372095484,GA HIGH PRECISION RETOUCH -3 4.4ML SUB,1.0,
SEP,SEPHORA CANADA,238818,SEPHORA # 590 PARK ROYAL,V7T 0A5,2018,332018,3360372095484,GA HIGH PRECISION RETOUCH -3 4.4ML SUB,1.0,
PJC,JEAN-COUTU,216495,PHCIE J.COUTU #057,J8P 1E3,2018,312018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,221847,PHCIE J.COUTU #277,J8P 1H5,2018,312018,3614272140684,DIESEL GWP DSL GENERIC I TOILET POUCH 18,1.0,
PJC,JEAN-COUTU,217807,PHCIE J.COUTU #108,J9T 1T8,2018,312018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,3.0,
PJC,JEAN-COUTU,230725,ENTREPRISE KBPH INC,J7N 1P3,2018,322018,3614272140684,DIESEL GWP DSL GENERIC I TOILET POUCH 18,1.0,
PJC,JEAN-COUTU,232677,PHCIE J.COUTU #325,J2S 3V9,2018,322018,3614272140684,DIESEL GWP DSL GENERIC I TOILET POUCH 18,1.0,
PJC,JEAN-COUTU,216237,PHCIE J.COUTU #085,J0R 1R6,2018,322018,3614272140684,DIESEL GWP DSL GENERIC I TOILET POUCH 18,1.0,
PJC,JEAN-COUTU,210854,PHCIE J.COUTU #103,J2S 0H4,2018,322018,3614272140684,DIESEL GWP DSL GENERIC I TOILET POUCH 18,1.0,
LON,LONDON DRUGS,227703,LONDON DRUGS #73,V9W 3A6,2018,342018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
LON,LONDON DRUGS,217760,LONDON DRUGS #31,T1Y 6M6,2018,342018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,212313,PHCIE J.COUTU #024,J8E 3J9,2018,332018,3614272140684,DIESEL GWP DSL GENERIC I TOILET POUCH 18,1.0,
PJC,JEAN-COUTU,217691,PHCIE J.COUTU #143,J4Z 3G3,2018,332018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,214893,PHCIE J.COUTU #207,J2N 2C8,2018,332018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,212559,PHCIE J.COUTU #227,J3R 3L9,2018,332018,3614272140684,DIESEL GWP DSL GENERIC I TOILET POUCH 18,1.0,
PJC,JEAN-COUTU,233068,PHCIE J.COUTU #341,J6A 5L3,2018,332018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,218208,PHCIE J.COUTU #119,H7P 4V9,2018,342018,3614272140684,DIESEL GWP DSL GENERIC I TOILET POUCH 18,1.0,
PJC,JEAN-COUTU,217691,PHCIE J.COUTU #143,J4Z 3G3,2018,342018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,2.0,
PJC,JEAN-COUTU,211237,PHCIE J.COUTU #179,J0K 1S0,2018,352018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
SEP,SEPHORA CANADA,227729,SEPHORA #510 WEST EDM. MALL,T5T 4M2,2018,332018,4935421368995,SHU EYELASH ADHESIVE RENO SUB,1.0,
SEP,SEPHORA CANADA,241089,SEPHORA DOTCA E-COMMERCE,L6T 5A3,2018,332018,4935421368995,SHU EYELASH ADHESIVE RENO SUB,3.0,
SEP,SEPHORA CANADA,228219,SEPHORA #508 BLOOR,M5S 1R1,2018,332018,4935421368995,SHU EYELASH ADHESIVE RENO SUB,1.0,
SEP,SEPHORA CANADA,224051,SEPHORA #500 YONGE,M5B 2H1,2018,332018,4935421368995,SHU EYELASH ADHESIVE RENO SUB,1.0,
SEP,SEPHORA CANADA,224677,SEPHORA #502 YORKDALE,M6A 2T9,2018,332018,4935421368995,SHU EYELASH ADHESIVE RENO SUB,1.0,
SEP,SEPHORA CANADA,238746,SEPHORA # 584 MARKEVILLE,L3R 4M9,2018,332018,4935421368995,SHU EYELASH ADHESIVE RENO SUB,1.0,
SEP,SEPHORA CANADA,231967,SEPHORA #528 VANCOUVER,V7Y 1G5,2018,332018,4935421368995,SHU EYELASH ADHESIVE RENO SUB,1.0,
SEP,SEPHORA CANADA,232033,SEPHORA #534 SOUTHGATE CENTER,T6H 4M6,2018,332018,4935421368995,SHU EYELASH ADHESIVE RENO SUB,1.0,
SEP,SEPHORA CANADA,234614,SEPHORA #544 SHERWAY GARDENS,M9C 1B8,2018,332018,4935421368995,SHU EYELASH ADHESIVE RENO SUB,5.0,
NST,NORDSTROM CANADA RETAIL,242148,NORDSTROM EATON CR #0835,M5B 2L9,2018,332018,3605971316845,KH CALENDULA SOOTH MASK 28ML,1.0,
LON,LONDON DRUGS,218824,LONDON DRUGS #35,V2C 1Y3,2018,332018,772192614272,BIOTH GWP-1 INFUSEUR THE TURQUOISE 2018,1.0,
PJC,JEAN-COUTU,217807,PHCIE J.COUTU #108,J9T 1T8,2018,312018,3614271661135,BIOTH BIOS DS STARTER KIT WOMEN S1 17,1.0,
PJC,JEAN-COUTU,230804,PHCIE J.COUTU #317,J9J 0N4,2018,312018,3614271698810,GA M COIN & CARD HOLDER 17,1.0,
PJC,JEAN-COUTU,210720,PHCIE J.COUTU #180,J3Y 7R9,2018,322018,3614271661135,BIOTH BIOS DS STARTER KIT WOMEN S1 17,1.0,
LON,LONDON DRUGS,224751,LONDON DRUGS #70,V2A 6W6,2018,342018,3614271698810,GA M COIN & CARD HOLDER 17,1.0,
LON,LONDON DRUGS,217761,LONDON DRUGS #30,T2H 2N1,2018,352018,3614271698810,GA M COIN & CARD HOLDER 17,1.0,
LON,LONDON DRUGS,211830,LONDON DRUGS #40,T3K 2A8,2018,352018,3614271698810,GA M COIN & CARD HOLDER 17,1.0,
SEP,SEPHORA CANADA,237502,SEPHORA #572 OSHAWA,L1J 2K5,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,7.0,
SEP,SEPHORA CANADA,231967,SEPHORA #528 VANCOUVER,V7Y 1G5,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,12.0,
SEP,SEPHORA CANADA,231968,SEPHORA #530 COQUITLAM,V3B 5R5,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,5.0,
SEP,SEPHORA CANADA,226529,SEPHORA #506 SCARBOROUGH,M1P 4P5,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,3.0,
SEP,SEPHORA CANADA,231969,SEPHORA #532 STE-FOY,G1V 2L1,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,9.0,
SEP,SEPHORA CANADA,232033,SEPHORA #534 SOUTHGATE CENTER,T6H 4M6,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,15.0,
SEP,SEPHORA CANADA,239887,SEPHORA #0594 GEORGIAN,L4M 4Z8,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,7.0,
SEP,SEPHORA CANADA,232134,SEPHORA #538 CARREFOUR LAVAL,H7T 1C8,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,19.0,
SEP,SEPHORA CANADA,232135,SEPHORA #536 METROPOLIS,V5H 4P1,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,6.0,
SEP,SEPHORA CANADA,240147,SEPHORA #598 DEVONSHIRE,N8X 3Y7,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,13.0,
SEP,SEPHORA CANADA,240148,SEPHORA #844 MIC MAC,B3A 4K7,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,11.0,
SEP,SEPHORA CANADA,240149,SEPHORA #846 ROBSON,V6Z 2V7,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,9.0,
SEP,SEPHORA CANADA,240252,SEPHORA #842 PEN CENTRE,L2T 2K9,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,17.0,
SEP,SEPHORA CANADA,234614,SEPHORA #544 SHERWAY GARDENS,M9C 1B8,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,5.0,
SEP,SEPHORA CANADA,234615,SEPHORA #546 VICTORIA,V8Z 6E3,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,5.0,
SEP,SEPHORA CANADA,234898,SEPHORA #548 RICHMOND,V6Y 2B6,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,4.0,
SEP,SEPHORA CANADA,240773,SEPHORA BOWER PLACE #850,T4R 1N9,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,5.0,
SEP,SEPHORA CANADA,240774,SEPHORA HIGHSTREET #848,V2T 0C5,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,22.0,
SEP,SEPHORA CANADA,240921,SEPHORA #852 MASONVILLE,N6G 3Y9,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,12.0,
SEP,SEPHORA CANADA,240922,SEPHORA #854 NANAIMO,V9T 4T7,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,2.0,
SEP,SEPHORA CANADA,240923,SEPHORA #856 HILLCREST,L4C 5G2,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,5.0,
SEP,SEPHORA CANADA,240963,SEPHORA #596 AVALON,A1B 1W3,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,4.0,
SEP,SEPHORA CANADA,227729,SEPHORA #510 WEST EDM. MALL,T5T 4M2,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,28.0,
SEP,SEPHORA CANADA,227753,SEPHORA #514 CHINOOK CENTRE,T2H 0K8,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,24.0,
SEP,SEPHORA CANADA,227754,SEPHORA #512 MARKET MALL,T3A 0E2,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,16.0,
SEP,SEPHORA CANADA,241089,SEPHORA DOTCA E-COMMERCE,L6T 5A3,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,126.0,
SEP,SEPHORA CANADA,233278,SEPHORA #540 MAPLEVIEW,L7S 2J8,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,11.0,
SEP,SEPHORA CANADA,233279,SEPHORA #542 LONDON WHITE OAKS,N6E 1V4,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,12.0,
SEP,SEPHORA CANADA,235725,SEPHORA #554 KITCHENER,N2C 1X1,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,11.0,
SEP,SEPHORA CANADA,228219,SEPHORA #508 BLOOR,M5S 1R1,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,4.0,
SEP,SEPHORA CANADA,237553,SEPHORA #576 LIMERIDGE MALL,L9A 4X5,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,9.0,
SEP,SEPHORA CANADA,224051,SEPHORA #500 YONGE,M5B 2H1,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,21.0,
SEP,SEPHORA CANADA,229840,SEPHORA #516 NEWMARKET,L3Y 4Z1,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,7.0,
SEP,SEPHORA CANADA,229841,SEPHORA #518 OTTAWA,K1N 9J7,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,3.0,
SEP,SEPHORA CANADA,229842,SEPHORA #522 PTE-CLAIRE,H9R 1C4,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,11.0,
SEP,SEPHORA CANADA,229843,SEPHORA #520 ST-BRUNO,J3V 5K1,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,21.0,
SEP,SEPHORA CANADA,241839,SEPHORA #858 VAUGHAN MILLS,L4K 5W4,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,3.0,
SEP,SEPHORA CANADA,241872,SEPHORA #860 BRAMALEA,L6T 3R5,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,6.0,
SEP,SEPHORA CANADA,241975,SEPHORA #862 YONGE & EGLINTON,M4R 1K8,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,5.0,
SEP,SEPHORA CANADA,236357,SEPHORA #556 HALIFAX,B3L 4N9,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,9.0,
SEP,SEPHORA CANADA,236358,SEPHORA #552 BAYSHORE,K2B 8C1,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,8.0,
SEP,SEPHORA CANADA,236514,SEPHORA #560 SASKATOON,S7K 1J9,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,2.0,
SEP,SEPHORA CANADA,236515,SEPHORA #562 CALGARY SOUTH CENTRE,T2J 3V1,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,9.0,
SEP,SEPHORA CANADA,236516,SEPHORA #558 KELOWNA,V1Y 6H2,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,4.0,
SEP,SEPHORA CANADA,242117,SEPHORA OAKVILLE #864,L6H 3H6,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,5.0,
SEP,SEPHORA CANADA,236726,SEPHORA #564 KINGSWAY MALL,T5G 3A6,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,4.0,
SEP,SEPHORA CANADA,236727,SEPHORA #566 ST VITAL,R2M 5E5,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,3.0,
SEP,SEPHORA CANADA,237001,SEPHORA #550 STE-CATHERINE,H3B 5K4,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,14.0,
SEP,SEPHORA CANADA,237002,SEPHORA #568 ROCKLAND,H3P 3E9,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,4.0,
SEP,SEPHORA CANADA,237003,SEPHORA #570 CHAMPLAIN,E1A 4X5,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,6.0,
SEP,SEPHORA CANADA,242607,SEPHORA #866 LA CAPITALE,G2K 1N4,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,7.0,
SEP,SEPHORA CANADA,242672,SEPHORA #868 SOUTH EDMONTON,T6N 1N5,2018,342018,817919014642,IT SUPERHERO SUPER BLACK,12.0,
